# f1_exp_030_066_PG_1980ER05.dat                                     
#                                                                               
# Z = 30, A = 66                                                               
# No. of entries:  22                                                            
# Col 1: photon energy E in MeV                                                 
# Col 2: bin width dE in MeV                                                    
# Col 3: strength f1 in MeV^-3                                                  
# Col 4: uncertainty df1 in MeV^-3                                              
# Format: 2f10.3, 2e12.3                                                        
# Author: B. Erlandsson Nuclear Physics A343, 197 (1980)
#    E         dE       f1           df1   
    10.820          0.000    5.870E-08    7.500E-09
     9.780	    0.000    4.120E-08    5.100E-09
     8.950	    0.000    3.010E-08    3.800E-09
     8.450	    0.000    2.220E-08    3.100E-09
     8.370	    0.000    3.060E-08    4.100E-09
     8.120	    0.000    2.790E-08    3.600E-09
     8.050	    0.000    2.360E-08    1.070E-08
     8.040	    0.000    2.140E-08    3.400E-09
     7.990	    0.000    2.410E-08    3.700E-09
     7.880	    0.000    2.400E-08    3.200E-09
     7.740	    0.000    2.200E-08    3.400E-09
     7.720	    0.000    2.300E-08    3.400E-09
     7.610	    0.000    2.420E-08    4.900E-09
     7.590	    0.000    2.710E-08    4.400E-09
     7.490	    0.000    2.000E-08    2.700E-09
     7.440	    0.000    2.100E-08    2.800E-09
     7.290	    0.000    1.810E-08    4.400E-09
     7.150	    0.000    1.770E-08    6.800E-09
     6.800	    0.000    1.320E-08    1.900E-09
     6.730	    0.000    1.950E-08    2.600E-09
     6.520	    0.000    1.560E-08    3.600E-09
     6.490	    0.000    1.350E-08    3.800E-09
