# fE1_exp_062_148_ARC.dat                         
#                                                 
# Z = 62, A = 148                                 
# No. of entries:            20                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     5.502     0.000   0.365E-07   0.930E-08
     5.616     0.000   0.424E-07   0.290E-08
     5.628     0.000   0.397E-07   0.400E-08
     5.652     0.000   0.384E-07   0.380E-08
     5.752     0.000   0.363E-07   0.550E-08
     5.814     0.000   0.191E-07   0.280E-08
     5.827     0.000   0.428E-07   0.510E-08
     5.914     0.000   0.396E-07   0.320E-08
     5.929     0.000   0.306E-07   0.610E-08
     5.933     0.000   0.291E-07   0.590E-08
     5.995     0.000   0.447E-07   0.270E-08
     6.031     0.000   0.528E-07   0.260E-08
     6.061     0.000   0.299E-07   0.134E-07
     6.239     0.000   0.505E-07   0.250E-08
     6.248     0.000   0.485E-07   0.240E-08
     6.409     0.000   0.526E-07   0.260E-08
     6.478     0.000   0.532E-07   0.530E-08
     6.688     0.000   0.494E-07   0.430E-08
     6.962     0.000   0.597E-07   0.290E-08
     7.591     0.000   0.723E-07   0.360E-08
