# fE1_exp_068_168_ARC.dat                         
#                                                 
# Z = 68, A = 168                                 
# No. of entries:            22                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     5.625     0.000   0.101E-06   0.940E-08
     5.644     0.000   0.103E-06   0.189E-07
     5.713     0.000   0.162E-06   0.111E-07
     5.751     0.000   0.135E-06   0.830E-08
     5.771     0.000   0.162E-06   0.167E-07
     5.790     0.000   0.153E-06   0.144E-07
     5.800     0.000   0.146E-06   0.138E-07
     5.856     0.000   0.144E-06   0.830E-08
     5.868     0.000   0.157E-06   0.139E-07
     5.880     0.000   0.220E-06   0.139E-07
     5.945     0.000   0.159E-06   0.278E-07
     5.953     0.000   0.244E-06   0.233E-07
     6.054     0.000   0.131E-06   0.500E-08
     6.065     0.000   0.113E-06   0.117E-07
     6.140     0.000   0.155E-06   0.610E-08
     6.158     0.000   0.179E-06   0.500E-08
     6.200     0.000   0.162E-06   0.289E-07
     6.205     0.000   0.139E-06   0.322E-07
     6.342     0.000   0.127E-06   0.390E-08
     6.370     0.000   0.204E-06   0.780E-08
     6.580     0.000   0.143E-06   0.560E-08
     6.679     0.000   0.217E-06   0.390E-08
