# fE1_exp_070_172_ARC.dat                         
#                                                 
# Z = 70, A = 172                                 
# No. of entries:            30                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     5.447     0.000   0.861E-07   0.240E-08
     5.455     0.000   0.554E-07   0.240E-08
     5.463     0.000   0.734E-07   0.240E-08
     5.476     0.000   0.492E-07   0.240E-08
     5.488     0.000   0.603E-07   0.240E-08
     5.499     0.000   0.673E-07   0.240E-08
     5.507     0.000   0.727E-07   0.240E-08
     5.518     0.000   0.564E-07   0.240E-08
     5.534     0.000   0.492E-07   0.240E-08
     5.542     0.000   0.789E-07   0.240E-08
     5.634     0.000   0.626E-07   0.160E-08
     5.647     0.000   0.531E-07   0.240E-08
     5.694     0.000   0.789E-07   0.160E-08
     5.710     0.000   0.554E-07   0.240E-08
     5.794     0.000   0.603E-07   0.160E-08
     5.828     0.000   0.978E-07   0.160E-08
     5.975     0.000   0.923E-07   0.160E-08
     6.012     0.000   0.122E-06   0.160E-08
     6.065     0.000   0.744E-07   0.160E-08
     6.127     0.000   0.703E-07   0.160E-08
     6.173     0.000   0.837E-07   0.160E-08
     6.228     0.000   0.837E-07   0.160E-08
     6.414     0.000   0.477E-07   0.800E-09
     6.545     0.000   0.135E-06   0.160E-08
     6.556     0.000   0.688E-07   0.800E-09
     6.617     0.000   0.852E-07   0.160E-08
     6.904     0.000   0.125E-06   0.160E-08
     6.979     0.000   0.861E-07   0.800E-09
     7.943     0.000   0.178E-06   0.160E-08
     8.022     0.000   0.151E-06   0.800E-09
