# fE1_exp_073_182_ARC.dat                         
#                                                 
# Z = 73, A = 181                                 
# No. of entries:            58                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     4.619     0.000   0.765E-07   0.153E-07
     4.649     0.000   0.774E-07   0.117E-07
     4.671     0.000   0.734E-07   0.147E-07
     4.677     0.000   0.757E-07   0.151E-07
     4.688     0.000   0.674E-07   0.134E-07
     4.694     0.000   0.890E-07   0.178E-07
     4.742     0.000   0.125E-06   0.187E-07
     4.761     0.000   0.518E-07   0.780E-08
     4.775     0.000   0.527E-07   0.105E-07
     4.784     0.000   0.900E-07   0.134E-07
     4.795     0.000   0.503E-07   0.100E-07
     4.806     0.000   0.446E-07   0.890E-08
     4.825     0.000   0.467E-07   0.700E-08
     4.835     0.000   0.619E-07   0.124E-07
     4.849     0.000   0.835E-07   0.209E-07
     4.867     0.000   0.735E-07   0.110E-07
     4.895     0.000   0.523E-07   0.104E-07
     4.915     0.000   0.424E-07   0.850E-08
     4.928     0.000   0.479E-07   0.720E-08
     4.940     0.000   0.688E-07   0.148E-07
     4.951     0.000   0.448E-07   0.890E-08
     4.964     0.000   0.783E-07   0.117E-07
     4.982     0.000   0.907E-07   0.910E-08
     5.008     0.000   0.947E-07   0.950E-08
     5.014     0.000   0.762E-07   0.114E-07
     5.036     0.000   0.706E-07   0.700E-08
     5.062     0.000   0.992E-07   0.750E-08
     5.079     0.000   0.689E-07   0.690E-08
     5.104     0.000   0.836E-07   0.830E-08
     5.125     0.000   0.369E-07   0.560E-08
     5.149     0.000   0.513E-07   0.770E-08
     5.155     0.000   0.856E-07   0.128E-07
     5.167     0.000   0.601E-07   0.600E-08
     5.199     0.000   0.647E-07   0.162E-07
     5.209     0.000   0.482E-07   0.720E-08
     5.222     0.000   0.639E-07   0.960E-08
     5.229     0.000   0.702E-07   0.105E-07
     5.248     0.000   0.931E-07   0.930E-08
     5.283     0.000   0.799E-07   0.800E-08
     5.325     0.000   0.830E-07   0.125E-07
     5.345     0.000   0.555E-07   0.830E-08
     5.363     0.000   0.585E-07   0.580E-08
     5.399     0.000   0.978E-07   0.147E-07
     5.406     0.000   0.516E-07   0.780E-08
     5.415     0.000   0.983E-07   0.980E-08
     5.436     0.000   0.978E-07   0.980E-08
     5.499     0.000   0.761E-07   0.530E-08
     5.518     0.000   0.816E-07   0.570E-08
     5.573     0.000   0.575E-07   0.870E-08
     5.585     0.000   0.957E-07   0.670E-08
     5.704     0.000   0.107E-06   0.750E-08
     5.772     0.000   0.796E-07   0.690E-08
     5.795     0.000   0.799E-07   0.560E-08
     5.828     0.000   0.105E-06   0.730E-08
     5.892     0.000   0.624E-07   0.440E-08
     5.951     0.000   0.114E-06   0.570E-08
     5.967     0.000   0.127E-06   0.126E-07
     6.065     0.000   0.122E-06   0.610E-08
