# fE1_exp_090_233_ARC.dat                         
#                                                 
# Z = 90, A = 233                                 
# No. of entries:            31                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     3.061     0.000   0.575E-07   0.236E-07
     3.121     0.000   0.525E-07   0.214E-07
     3.209     0.000   0.420E-07   0.129E-07
     3.256     0.000   0.658E-07   0.133E-07
     3.291     0.000   0.908E-07   0.184E-07
     3.310     0.000   0.481E-07   0.151E-07
     3.330     0.000   0.380E-07   0.155E-07
     3.342     0.000   0.572E-07   0.188E-07
     3.394     0.000   0.572E-07   0.173E-07
     3.399     0.000   0.554E-07   0.170E-07
     3.438     0.000   0.933E-07   0.192E-07
     3.450     0.000   0.413E-07   0.126E-07
     3.459     0.000   0.768E-07   0.155E-07
     3.484     0.000   0.763E-07   0.155E-07
     3.496     0.000   0.706E-07   0.288E-07
     3.506     0.000   0.431E-07   0.890E-08
     3.527     0.000   0.673E-07   0.137E-07
     3.604     0.000   0.632E-07   0.196E-07
     3.618     0.000   0.564E-07   0.115E-07
     3.702     0.000   0.507E-07   0.780E-08
     3.728     0.000   0.596E-07   0.930E-08
     3.739     0.000   0.383E-07   0.780E-08
     3.750     0.000   0.608E-07   0.930E-08
     3.758     0.000   0.503E-07   0.780E-08
     3.864     0.000   0.861E-07   0.890E-08
     3.870     0.000   0.507E-07   0.780E-08
     4.067     0.000   0.561E-07   0.850E-08
     4.107     0.000   0.857E-07   0.630E-08
     4.203     0.000   0.111E-06   0.780E-08
     4.217     0.000   0.611E-07   0.630E-08
     4.249     0.000   0.539E-07   0.810E-08
