# fE1_exp_064_158_ARC.dat                         
#                                                 
# Z = 64, A = 158                                 
# No. of entries:            24                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     5.669     0.000   0.651E-07   0.940E-08
     5.689     0.000   0.658E-07   0.980E-08
     5.719     0.000   0.815E-07   0.820E-08
     5.784     0.000   0.366E-07   0.145E-07
     5.849     0.000   0.829E-07   0.840E-08
     5.854     0.000   0.692E-07   0.105E-07
     5.902     0.000   0.108E-06   0.610E-08
     5.911     0.000   0.326E-07   0.131E-07
     5.973     0.000   0.559E-07   0.560E-08
     5.980     0.000   0.699E-07   0.105E-07
     5.985     0.000   0.428E-07   0.125E-07
     5.997     0.000   0.461E-07   0.940E-08
     6.006     0.000   0.713E-07   0.140E-07
     6.042     0.000   0.888E-07   0.117E-07
     6.089     0.000   0.741E-07   0.105E-07
     6.145     0.000   0.932E-07   0.940E-08
     6.194     0.000   0.592E-07   0.117E-07
     6.418     0.000   0.883E-07   0.260E-08
     6.486     0.000   0.960E-07   0.186E-07
     6.670     0.000   0.122E-06   0.186E-07
     6.675     0.000   0.762E-07   0.117E-07
     6.748     0.000   0.967E-07   0.470E-08
     7.857     0.000   0.128E-06   0.390E-08
     7.936     0.000   0.115E-06   0.330E-08
