# fE1_exp_094_240_ARC.dat                         
#                                                 
# Z = 94, A = 240                                 
# No. of entries:            25                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     4.405     0.000   0.129E-06   0.380E-07
     4.616     0.000   0.178E-06   0.260E-07
     4.738     0.000   0.162E-06   0.239E-07
     4.822     0.000   0.476E-04   0.000E+00
     4.899     0.000   0.134E-06   0.480E-07
     4.903     0.000   0.155E-06   0.460E-07
     4.975     0.000   0.493E-04   0.000E+00
     4.992     0.000   0.142E-06   0.200E-07
     5.044     0.000   0.162E-06   0.190E-07
     5.119     0.000   0.509E-04   0.000E+00
     5.123     0.000   0.129E-06   0.400E-07
     5.308     0.000   0.529E-04   0.000E+00
     5.399     0.000   0.535E-04   0.000E+00
     5.444     0.000   0.540E-04   0.000E+00
     5.573     0.000   0.223E-06   0.140E-07
     5.595     0.000   0.178E-06   0.130E-07
     5.671     0.000   0.563E-04   0.000E+00
     5.934     0.000   0.190E-06   0.150E-07
