# fE1_exp_060_146_ARC.dat                         
#                                                 
# Z = 60, A = 146                                 
# No. of entries:            44                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     4.334     0.000   0.307E-07   0.630E-08
     4.386     0.000   0.222E-07   0.580E-08
     4.390     0.000   0.276E-07   0.650E-08
     4.500     0.000   0.258E-07   0.580E-08
     4.522     0.000   0.258E-07   0.580E-08
     4.530     0.000   0.192E-07   0.580E-08
     4.551     0.000   0.316E-07   0.580E-08
     4.567     0.000   0.273E-07   0.580E-08
     4.606     0.000   0.212E-07   0.540E-08
     4.634     0.000   0.231E-07   0.460E-08
     4.658     0.000   0.240E-07   0.620E-08
     4.761     0.000   0.408E-07   0.620E-08
     4.780     0.000   0.316E-07   0.460E-08
     4.814     0.000   0.399E-07   0.100E-07
     4.857     0.000   0.269E-07   0.540E-08
     4.903     0.000   0.385E-07   0.390E-08
     4.975     0.000   0.461E-07   0.920E-08
     4.990     0.000   0.396E-07   0.310E-08
     5.002     0.000   0.408E-07   0.810E-08
     5.008     0.000   0.354E-07   0.340E-08
     5.011     0.000   0.515E-07   0.770E-08
     5.016     0.000   0.439E-07   0.880E-08
     5.036     0.000   0.408E-07   0.880E-08
     5.043     0.000   0.345E-07   0.880E-08
     5.073     0.000   0.500E-07   0.880E-08
     5.079     0.000   0.446E-07   0.880E-08
     5.094     0.000   0.461E-07   0.880E-08
     5.125     0.000   0.329E-07   0.840E-08
     5.128     0.000   0.345E-07   0.840E-08
     5.145     0.000   0.376E-07   0.840E-08
     5.207     0.000   0.446E-07   0.770E-08
     5.338     0.000   0.323E-07   0.730E-08
     5.344     0.000   0.385E-07   0.650E-08
     5.367     0.000   0.365E-07   0.390E-08
     5.468     0.000   0.475E-07   0.620E-08
     5.575     0.000   0.430E-07   0.580E-08
     5.587     0.000   0.262E-07   0.540E-08
     5.645     0.000   0.408E-07   0.500E-08
     5.774     0.000   0.361E-07   0.500E-08
     5.787     0.000   0.385E-07   0.270E-08
     5.818     0.000   0.412E-07   0.310E-08
     6.093     0.000   0.439E-07   0.500E-08
     6.521     0.000   0.676E-07   0.420E-08
     7.110     0.000   0.423E-07   0.500E-08
