# fE1_exp_062_155_ARC.dat                         
#                                                 
# Z = 62, A = 155                                 
# No. of entries:            18                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     3.885     0.000   0.291E-07   0.119E-07
     3.888     0.000   0.385E-07   0.114E-07
     3.924     0.000   0.302E-07   0.740E-08
     3.928     0.000   0.322E-07   0.650E-08
     3.938     0.000   0.750E-07   0.700E-08
     3.957     0.000   0.425E-07   0.800E-08
     3.981     0.000   0.525E-07   0.230E-08
     4.062     0.000   0.560E-07   0.650E-08
     4.195     0.000   0.488E-07   0.700E-08
     4.199     0.000   0.489E-07   0.700E-08
     4.247     0.000   0.626E-07   0.000E+00
     4.340     0.000   0.246E-07   0.630E-08
     4.883     0.000   0.823E-07   0.400E-08
     4.898     0.000   0.664E-07   0.330E-08
     4.970     0.000   0.640E-07   0.340E-08
     4.994     0.000   0.625E-07   0.280E-08
     5.036     0.000   0.373E-07   0.230E-08
     5.814     0.000   0.966E-07   0.110E-08
