# fE1_exp_066_162_ARC.dat                         
#                                                 
# Z = 66, A = 162                                 
# No. of entries:            18                   
# Col 1: photon energy E in MeV                   
# Col 2: bin width dE in MeV                      
# Col 3: dipole strength f1 in MeV^-3             
# Col 4: uncertainty df1 in MeV^-3                
# Format: 2f10.3, 2e12.3                          
# Author: J. Kopecky                              
#    E         dE       fE1           dfE1        
     6.070     0.000   0.682E-07   0.430E-08
     6.079     0.000   0.711E-07   0.440E-08
     6.216     0.000   0.836E-07   0.380E-08
     6.226     0.000   0.724E-07   0.410E-08
     6.288     0.000   0.792E-07   0.220E-08
     6.347     0.000   0.716E-07   0.430E-08
     6.372     0.000   0.647E-07   0.330E-08
     6.432     0.000   0.822E-07   0.230E-08
     6.460     0.000   0.633E-07   0.130E-08
     6.507     0.000   0.863E-07   0.220E-08
     6.529     0.000   0.839E-07   0.300E-08
     6.562     0.000   0.812E-07   0.310E-08
     6.628     0.000   0.812E-07   0.200E-08
     6.841     0.000   0.904E-07   0.190E-08
     6.901     0.000   0.995E-07   0.310E-08
     6.923     0.000   0.855E-07   0.280E-08
     6.988     0.000   0.851E-07   0.170E-08
     7.050     0.000   0.930E-07   0.180E-08
