# f1_exp_073_180_OM_dt_rec.dat
#
# Z = 73, A = 180
# No. of entries: 31
# Col 1: photon energy E in MeV
# Col 2: bin width dE in MeV
# Col 3: dipole strength f1 in MeV^-3 
# Col 4: uncertainty df1 in MeV^-3
# Format: 2f10.3, 2e12.3
# Author: K.L. Malatji (iThemba LABS/ Stellenbosch University)    #    E         dE       f1           df1  
     1.212     0.128    1.954E-08    7.607E-10
     1.340	    0.128    2.154E-08    8.177E-10
     1.468	    0.128    2.165E-08    9.023E-10
     1.596	    0.128    2.240E-08    8.619E-10
     1.724	    0.128    2.233E-08    8.231E-10
     1.852	    0.128    2.460E-08    9.049E-10
     1.980	    0.128    2.681E-08    8.889E-10
     2.108	    0.128    2.915E-08    9.074E-10
     2.236	    0.128    2.965E-08    1.002E-09
     2.364	    0.128    3.206E-08    1.104E-09
     2.492	    0.128    3.369E-08    1.011E-09
     2.620	    0.128    3.547E-08    1.265E-09
     2.748	    0.128    3.658E-08    1.353E-09
     2.876	    0.128    3.572E-08    1.657E-09
     3.004	    0.128    3.804E-08    1.991E-09
     3.132	    0.128    4.292E-08    2.374E-09
     3.260	    0.128    4.381E-08    2.876E-09
     3.388	    0.128    4.699E-08    4.173E-09
     3.516	    0.128    5.187E-08    5.033E-09
     3.644	    0.128    6.290E-08    5.076E-09
     3.772	    0.128    6.252E-08    7.989E-09
     3.900	    0.128    7.654E-08    1.235E-08    
     4.028	    0.128    8.923E-08    1.345E-08    
     4.156	    0.128    9.642E-08    1.669E-08    
     4.284	    0.128    7.591E-08    2.358E-08    
     4.412	    0.128    1.195E-07    3.189E-08    
     4.540	    0.128    1.480E-07    4.985E-08    
     4.668	    0.128    1.315E-07    7.230E-08    
     4.796	    0.128    2.136E-07    1.052E-07    
     4.924	    0.128    2.054E-07    1.471E-07    
     5.052	    0.128    1.426E-07    1.268E-07    
