# f1_exp_073_180_OM_dt_high.dat                                                 
#                                                                               
# Z = 73, A = 180                                                               
# No. of entries: 31                                                            
# Col 1: photon energy E in MeV                                                 
# Col 2: bin width dE in MeV                                                    
# Col 3: dipole strength f1 in MeV^-3                                           
# Col 4: uncertainty df1 in MeV^-3                                              
# Format: 2f10.3, 2e12.3                                                        
# Author: K.L. Malatji (iThemba LABS/ Stellenbosch University)    #    E        
     1.212	    0.128    1.712E-08    6.664E-10                                  
     1.340     0.128    0.192E-07    0.729E-09
     1.468     0.128    0.196E-07    0.818E-09
     1.596     0.128    0.207E-07    0.795E-09
     1.724     0.128    0.210E-07    0.773E-09
     1.852     0.128    0.235E-07    0.865E-09
     1.980     0.128    0.261E-07    0.864E-09
     2.108     0.128    0.288E-07    0.898E-09
     2.236     0.128    0.298E-07    0.101E-08
     2.364     0.128    0.328E-07    0.113E-08
     2.492     0.128    0.351E-07    0.105E-08
     2.620     0.128    0.376E-07    0.134E-08
     2.748     0.128    0.395E-07    0.146E-08
     2.876     0.128    0.392E-07    0.182E-08
     3.004     0.128    0.425E-07    0.223E-08
     3.132     0.128    0.488E-07    0.270E-08
     3.260     0.128    0.507E-07    0.333E-08
     3.388     0.128    0.553E-07    0.491E-08
     3.516     0.128    0.621E-07    0.603E-08
     3.644     0.128    0.767E-07    0.619E-08
     3.772     0.128    0.775E-07    0.991E-08
     3.900     0.128    0.966E-07    0.156E-07
     4.028     0.128    0.115E-06    0.173E-07
     4.156     0.128    0.126E-06    0.218E-07
     4.284     0.128    0.101E-06    0.313E-07
     4.412     0.128    0.162E-06    0.431E-07
     4.540     0.128    0.204E-06    0.686E-07
     4.668     0.128    0.184E-06    0.101E-06
     4.796     0.128    0.304E-06    0.150E-06
     4.924     0.128    0.298E-06    0.213E-06
     5.052     0.128    0.210E-06    0.187E-06
