# f1_exp_073_182_OM_dp_rec.dat
#
# Z = 73, A = 182
# No. of entries: 34
# Col 1: photon energy E in MeV
# Col 2: bin width dE in MeV
# Col 3: dipole strength f1 in MeV^-3 
# Col 4: uncertainty df1 in MeV^-3
# Format: 2f10.3, 2e12.3
# Author: K.L. Malatji (iThemba LABS/ Stellenbosch University)    #    E         dE       f1           df1   
     1.596	    0.128    1.698E-08    4.733E-10
     1.724	    0.128    1.821E-08    5.022E-10
     1.852	    0.128    1.994E-08    5.607E-10
     1.980	    0.128    2.046E-08    5.652E-10
     2.108	    0.128    2.048E-08    6.907E-10
     2.236	    0.128    2.223E-08    7.579E-10
     2.364	    0.128    2.385E-08    7.810E-10
     2.492	    0.128    2.555E-08    9.739E-10
     2.620	    0.128    2.797E-08    1.213E-09
     2.748	    0.128    3.035E-08    1.293E-09
     2.876	    0.128    3.256E-08    1.518E-09
     3.004	    0.128    3.409E-08    1.681E-09
     3.132	    0.128    3.614E-08    1.977E-09
     3.260	    0.128    3.916E-08    2.075E-09
     3.388	    0.128    4.248E-08    2.449E-09
     3.516	    0.128    4.697E-08    2.865E-09
     3.644	    0.128    5.164E-08    3.585E-09
     3.772	    0.128    5.606E-08    3.848E-09
     3.900	    0.128    6.262E-08    4.362E-09
     4.028	    0.128    6.853E-08    4.983E-09
     4.156	    0.128    7.410E-08    5.453E-09
     4.284	    0.128    8.045E-08    6.751E-09
     4.412	    0.128    8.781E-08    7.137E-09
     4.540	    0.128    9.216E-08    8.137E-09
     4.668	    0.128    9.707E-08    9.177E-09
     4.796	    0.128    1.001E-07    9.404E-09
     4.924	    0.128    1.022E-07    8.942E-09
     5.052	    0.128    1.142E-07    1.127E-08    
     5.180	    0.128    1.202E-07    1.185E-08    
     5.308	    0.128    1.268E-07    1.490E-08    
     5.436	    0.128    1.376E-07    1.621E-08    
     5.564	    0.128    1.320E-07    1.546E-08    
     5.692	    0.128    1.576E-07    1.978E-08    
     5.820	    0.128    1.883E-07    2.699E-08       
