# f1_exp_073_181_OM_dd_125_rec.dat
#
# Z = 73, A = 181
# No. of entries: 19
# Col 1: photon energy E in MeV
# Col 2: bin width dE in MeV
# Col 3: dipole strength f1 in MeV^-3 
# Col 4: uncertainty df1 in MeV^-3
# Format: 2f10.3, 2e12.3
# Author: K.L. Malatji (iThemba LABS/ Stellenbosch University)    #    E         dE       f1           df1      
     1.870	    0.117    1.912E-08    1.423E-09
     1.987	    0.117    2.048E-08    1.566E-09
     2.104	    0.117    2.308E-08    1.499E-09
     2.221	    0.117    2.503E-08    1.879E-09
     2.338	    0.117    2.707E-08    2.015E-09
     2.455	    0.117    3.042E-08    2.155E-09
     2.572	    0.117    2.972E-08    2.294E-09
     2.689	    0.117    2.798E-08    2.344E-09
     2.806	    0.117    3.137E-08    2.501E-09
     2.923	    0.117    3.576E-08    3.062E-09
     3.040	    0.117    3.802E-08    3.331E-09
     3.157	    0.117    4.321E-08    3.788E-09
     3.274	    0.117    3.670E-08    4.305E-09
     3.391	    0.117    3.992E-08    4.965E-09
     3.508	    0.117    4.345E-08    5.010E-09
     3.625	    0.117    5.146E-08    6.546E-09
     3.742	    0.117    5.687E-08    8.965E-09
     3.859	    0.117    6.492E-08    1.348E-08    
     3.976	    0.117    7.710E-08    2.307E-08    
