# f1_exp_073_181_OM_dd_125_low.dat
#
# Z = 73, A = 181
# No. of entries: 19
# Col 1: photon energy E in MeV
# Col 2: bin width dE in MeV
# Col 3: dipole strength f1 in MeV^-3 
# Col 4: uncertainty df1 in MeV^-3
# Format: 2f10.3, 2e12.3
# Author: K.L. Malatji (iThemba LABS/ Stellenbosch University)    #    E         dE       f1           df1      
     1.870	    0.117    2.002E-08    1.490E-09
     1.987	    0.117    2.131E-08    1.630E-09
     2.104	    0.117    2.388E-08    1.551E-09
     2.221	    0.117    2.574E-08    1.932E-09
     2.338	    0.117    2.767E-08    2.060E-09
     2.455	    0.117    3.091E-08    2.189E-09
     2.572	    0.117    3.001E-08    2.317E-09
     2.689	    0.117    2.808E-08    2.353E-09
     2.806	    0.117    3.129E-08    2.495E-09
     2.923	    0.117    3.546E-08    3.036E-09
     3.040	    0.117    3.747E-08    3.283E-09
     3.157	    0.117    4.233E-08    3.711E-09
     3.274	    0.117    3.574E-08    4.192E-09
     3.391	    0.117    3.864E-08    4.805E-09
     3.508	    0.117    4.180E-08    4.820E-09
     3.625	    0.117    4.921E-08    6.260E-09
     3.742	    0.117    5.405E-08    8.521E-09
     3.859	    0.117    6.134E-08    1.273E-08   
     3.976	    0.117    7.240E-08    2.166E-08   
